race_id,driver,team,grid_pos,q1_secs,q2_secs,q3_secs
2025_R24,ALO,Aston Martin,6.0,83.071,82.861,82.902
2025_R24,BOR,Kick Sauber,7.0,83.374,82.874,82.904
2025_R24,OCO,Haas F1 Team,8.0,83.334,83.023,82.913
2025_R24,HAD,Racing Bulls,9.0,83.373,82.997,83.072
2025_R24,TSU,Red Bull Racing,10.0,83.386,83.034,
2025_R24,BEA,Haas F1 Team,11.0,83.254,83.041,
2025_R24,SAI,Williams,12.0,83.187,83.042,
2025_R24,LAW,Racing Bulls,13.0,83.265,83.077,
2025_R24,ANT,Mercedes,14.0,82.894,83.08,
2025_R24,STR,Aston Martin,15.0,83.316,83.097,
2025_R24,HAM,Ferrari,16.0,83.394,,
2025_R24,ALB,Williams,17.0,83.416,,
2025_R24,HUL,Kick Sauber,18.0,83.45,,
2025_R24,GAS,Alpine,19.0,83.468,,
2025_R24,COL,Alpine,20.0,83.89,,
