race_id,driver,lap_number,lap_time_secs,tyre_compound,tyre_age,stint,is_pit_lap
2025_R01,GAS,1.0,134.132,INTERMEDIATE,1.0,1.0,0
2025_R01,GAS,2.0,,INTERMEDIATE,2.0,1.0,1
2025_R01,GAS,3.0,,INTERMEDIATE,3.0,2.0,1
2025_R01,GAS,4.0,,INTERMEDIATE,4.0,3.0,1
2025_R01,GAS,5.0,141.36,INTERMEDIATE,5.0,4.0,0
2025_R01,GAS,6.0,139.952,INTERMEDIATE,6.0,4.0,0
2025_R01,GAS,7.0,126.733,INTERMEDIATE,7.0,4.0,0
2025_R01,GAS,8.0,98.441,INTERMEDIATE,8.0,4.0,0
2025_R01,GAS,9.0,96.062,INTERMEDIATE,9.0,4.0,0
2025_R01,GAS,10.0,95.527,INTERMEDIATE,10.0,4.0,0
2025_R01,GAS,11.0,94.702,INTERMEDIATE,11.0,4.0,0
2025_R01,GAS,12.0,94.227,INTERMEDIATE,12.0,4.0,0
2025_R01,GAS,13.0,93.275,INTERMEDIATE,13.0,4.0,0
2025_R01,GAS,14.0,92.859,INTERMEDIATE,14.0,4.0,0
2025_R01,GAS,15.0,92.744,INTERMEDIATE,15.0,4.0,0
2025_R01,GAS,16.0,92.445,INTERMEDIATE,16.0,4.0,0
2025_R01,GAS,17.0,92.795,INTERMEDIATE,17.0,4.0,0
2025_R01,GAS,18.0,93.124,INTERMEDIATE,18.0,4.0,0
2025_R01,GAS,19.0,92.462,INTERMEDIATE,19.0,4.0,0
2025_R01,GAS,20.0,92.327,INTERMEDIATE,20.0,4.0,0
2025_R01,GAS,21.0,92.323,INTERMEDIATE,21.0,4.0,0
2025_R01,GAS,22.0,92.355,INTERMEDIATE,22.0,4.0,0
2025_R01,GAS,23.0,92.438,INTERMEDIATE,23.0,4.0,0
2025_R01,GAS,24.0,92.035,INTERMEDIATE,24.0,4.0,0
2025_R01,GAS,25.0,91.622,INTERMEDIATE,25.0,4.0,0
2025_R01,GAS,26.0,90.928,INTERMEDIATE,26.0,4.0,0
2025_R01,GAS,27.0,90.635,INTERMEDIATE,27.0,4.0,0
2025_R01,GAS,28.0,90.382,INTERMEDIATE,28.0,4.0,0
2025_R01,GAS,29.0,90.051,INTERMEDIATE,29.0,4.0,0
2025_R01,GAS,30.0,90.124,INTERMEDIATE,30.0,4.0,0
2025_R01,GAS,31.0,89.299,INTERMEDIATE,31.0,4.0,0
2025_R01,GAS,32.0,89.383,INTERMEDIATE,32.0,4.0,0
2025_R01,GAS,33.0,111.3,INTERMEDIATE,33.0,4.0,1
2025_R01,GAS,34.0,145.049,HARD,1.0,5.0,0
2025_R01,GAS,35.0,105.531,HARD,2.0,5.0,0
2025_R01,GAS,36.0,101.62,HARD,3.0,5.0,0
2025_R01,GAS,37.0,127.218,HARD,4.0,5.0,0
2025_R01,GAS,38.0,139.376,HARD,5.0,5.0,0
2025_R01,GAS,39.0,131.226,HARD,6.0,5.0,0
2025_R01,GAS,40.0,130.476,HARD,7.0,5.0,0
2025_R01,GAS,41.0,126.368,HARD,8.0,5.0,0
2025_R01,GAS,42.0,87.942,HARD,9.0,5.0,0
2025_R01,GAS,43.0,85.02,HARD,10.0,5.0,0
2025_R01,GAS,44.0,88.332,HARD,11.0,5.0,0
2025_R01,GAS,45.0,92.969,HARD,12.0,5.0,0
2025_R01,GAS,46.0,116.069,HARD,13.0,5.0,1
2025_R01,GAS,47.0,126.74,INTERMEDIATE,1.0,6.0,0
2025_R01,GAS,48.0,121.785,INTERMEDIATE,2.0,6.0,0
2025_R01,GAS,49.0,144.669,INTERMEDIATE,3.0,6.0,0
2025_R01,GAS,50.0,137.754,INTERMEDIATE,4.0,6.0,0
2025_R01,GAS,51.0,131.745,INTERMEDIATE,5.0,6.0,0
2025_R01,GAS,52.0,96.326,INTERMEDIATE,6.0,6.0,0
2025_R01,GAS,53.0,92.297,INTERMEDIATE,7.0,6.0,0
2025_R01,GAS,54.0,94.967,INTERMEDIATE,8.0,6.0,0
2025_R01,GAS,55.0,92.316,INTERMEDIATE,9.0,6.0,0
2025_R01,GAS,56.0,90.866,INTERMEDIATE,10.0,6.0,0
2025_R01,GAS,57.0,91.312,INTERMEDIATE,11.0,6.0,0
2025_R01,ANT,1.0,142.352,INTERMEDIATE,1.0,1.0,0
2025_R01,ANT,2.0,,INTERMEDIATE,2.0,1.0,1
2025_R01,ANT,3.0,,INTERMEDIATE,3.0,2.0,1
2025_R01,ANT,4.0,,INTERMEDIATE,4.0,3.0,1
2025_R01,ANT,5.0,139.163,INTERMEDIATE,5.0,4.0,0
2025_R01,ANT,6.0,141.111,INTERMEDIATE,6.0,4.0,0
2025_R01,ANT,7.0,123.412,INTERMEDIATE,7.0,4.0,0
2025_R01,ANT,8.0,98.729,INTERMEDIATE,8.0,4.0,0
2025_R01,ANT,9.0,96.312,INTERMEDIATE,9.0,4.0,0
2025_R01,ANT,10.0,95.27,INTERMEDIATE,10.0,4.0,0
2025_R01,ANT,11.0,94.678,INTERMEDIATE,11.0,4.0,0
2025_R01,ANT,12.0,95.385,INTERMEDIATE,12.0,4.0,0
2025_R01,ANT,13.0,93.697,INTERMEDIATE,13.0,4.0,0
2025_R01,ANT,14.0,93.802,INTERMEDIATE,14.0,4.0,0
2025_R01,ANT,15.0,92.212,INTERMEDIATE,15.0,4.0,0
2025_R01,ANT,16.0,97.326,INTERMEDIATE,16.0,4.0,0
2025_R01,ANT,17.0,92.312,INTERMEDIATE,17.0,4.0,0
2025_R01,ANT,18.0,92.181,INTERMEDIATE,18.0,4.0,0
2025_R01,ANT,19.0,91.942,INTERMEDIATE,19.0,4.0,0
2025_R01,ANT,20.0,91.319,INTERMEDIATE,20.0,4.0,0
2025_R01,ANT,21.0,91.042,INTERMEDIATE,21.0,4.0,0
2025_R01,ANT,22.0,91.887,INTERMEDIATE,22.0,4.0,0
2025_R01,ANT,23.0,91.324,INTERMEDIATE,23.0,4.0,0
2025_R01,ANT,24.0,90.822,INTERMEDIATE,24.0,4.0,0
2025_R01,ANT,25.0,90.706,INTERMEDIATE,25.0,4.0,0
2025_R01,ANT,26.0,91.299,INTERMEDIATE,26.0,4.0,0
2025_R01,ANT,27.0,90.463,INTERMEDIATE,27.0,4.0,0
2025_R01,ANT,28.0,90.716,INTERMEDIATE,28.0,4.0,0
2025_R01,ANT,29.0,89.919,INTERMEDIATE,29.0,4.0,0
2025_R01,ANT,30.0,89.794,INTERMEDIATE,30.0,4.0,0
2025_R01,ANT,31.0,89.245,INTERMEDIATE,31.0,4.0,0
2025_R01,ANT,32.0,89.032,INTERMEDIATE,32.0,4.0,0
2025_R01,ANT,33.0,112.635,INTERMEDIATE,33.0,4.0,1
2025_R01,ANT,34.0,142.596,HARD,1.0,5.0,0
2025_R01,ANT,35.0,104.67,HARD,2.0,5.0,0
2025_R01,ANT,36.0,101.655,HARD,3.0,5.0,0
2025_R01,ANT,37.0,127.298,HARD,4.0,5.0,0
2025_R01,ANT,38.0,139.681,HARD,5.0,5.0,0
2025_R01,ANT,39.0,131.642,HARD,6.0,5.0,0
2025_R01,ANT,40.0,129.615,HARD,7.0,5.0,0
2025_R01,ANT,41.0,126.22,HARD,8.0,5.0,0
2025_R01,ANT,42.0,87.505,HARD,9.0,5.0,0
2025_R01,ANT,43.0,84.901,HARD,10.0,5.0,0
2025_R01,ANT,44.0,108.276,HARD,11.0,5.0,1
2025_R01,ANT,45.0,95.593,INTERMEDIATE,1.0,6.0,0
2025_R01,ANT,46.0,90.78,INTERMEDIATE,2.0,6.0,0
2025_R01,ANT,47.0,125.75,INTERMEDIATE,3.0,6.0,0
2025_R01,ANT,48.0,118.429,INTERMEDIATE,4.0,6.0,0
2025_R01,ANT,49.0,144.964,INTERMEDIATE,5.0,6.0,0
2025_R01,ANT,50.0,140.284,INTERMEDIATE,6.0,6.0,0
2025_R01,ANT,51.0,132.971,INTERMEDIATE,7.0,6.0,0
2025_R01,ANT,52.0,95.008,INTERMEDIATE,8.0,6.0,0
2025_R01,ANT,53.0,91.398,INTERMEDIATE,9.0,6.0,0
2025_R01,ANT,54.0,90.562,INTERMEDIATE,10.0,6.0,0
2025_R01,ANT,55.0,90.602,INTERMEDIATE,11.0,6.0,0
2025_R01,ANT,56.0,88.149,INTERMEDIATE,12.0,6.0,0
2025_R01,ANT,57.0,88.65,INTERMEDIATE,13.0,6.0,0
2025_R01,ALO,1.0,137.178,INTERMEDIATE,1.0,1.0,0
2025_R01,ALO,2.0,,INTERMEDIATE,2.0,1.0,1
2025_R01,ALO,3.0,,INTERMEDIATE,3.0,2.0,1
2025_R01,ALO,4.0,,INTERMEDIATE,4.0,3.0,1
2025_R01,ALO,5.0,142.181,INTERMEDIATE,5.0,4.0,0
2025_R01,ALO,6.0,139.493,INTERMEDIATE,6.0,4.0,0
2025_R01,ALO,7.0,125.594,INTERMEDIATE,7.0,4.0,0
2025_R01,ALO,8.0,98.354,INTERMEDIATE,8.0,4.0,0
2025_R01,ALO,9.0,96.267,INTERMEDIATE,9.0,4.0,0
2025_R01,ALO,10.0,95.569,INTERMEDIATE,10.0,4.0,0
2025_R01,ALO,11.0,95.3,INTERMEDIATE,11.0,4.0,0
2025_R01,ALO,12.0,94.076,INTERMEDIATE,12.0,4.0,0
2025_R01,ALO,13.0,93.515,INTERMEDIATE,13.0,4.0,0
2025_R01,ALO,14.0,92.664,INTERMEDIATE,14.0,4.0,0
2025_R01,ALO,15.0,92.324,INTERMEDIATE,15.0,4.0,0
2025_R01,ALO,16.0,92.521,INTERMEDIATE,16.0,4.0,0
2025_R01,ALO,17.0,92.966,INTERMEDIATE,17.0,4.0,0
2025_R01,ALO,18.0,92.698,INTERMEDIATE,18.0,4.0,0
2025_R01,ALO,19.0,92.28,INTERMEDIATE,19.0,4.0,0
2025_R01,ALO,20.0,92.61,INTERMEDIATE,20.0,4.0,0
2025_R01,ALO,21.0,92.545,INTERMEDIATE,21.0,4.0,0
2025_R01,ALO,22.0,93.282,INTERMEDIATE,22.0,4.0,0
2025_R01,ALO,23.0,92.51,INTERMEDIATE,23.0,4.0,0
2025_R01,ALO,24.0,91.665,INTERMEDIATE,24.0,4.0,0
2025_R01,ALO,25.0,91.761,INTERMEDIATE,25.0,4.0,0
2025_R01,ALO,26.0,91.343,INTERMEDIATE,26.0,4.0,0
2025_R01,ALO,27.0,90.895,INTERMEDIATE,27.0,4.0,0
2025_R01,ALO,28.0,90.652,INTERMEDIATE,28.0,4.0,0
2025_R01,ALO,29.0,89.718,INTERMEDIATE,29.0,4.0,0
2025_R01,ALO,30.0,89.374,INTERMEDIATE,30.0,4.0,0
2025_R01,ALO,31.0,88.85,INTERMEDIATE,31.0,4.0,0
2025_R01,ALO,32.0,88.819,INTERMEDIATE,32.0,4.0,0
2025_R01,ALO,33.0,,INTERMEDIATE,33.0,4.0,0
2025_R01,LEC,1.0,128.48,INTERMEDIATE,1.0,1.0,0
2025_R01,LEC,2.0,,INTERMEDIATE,2.0,1.0,1
2025_R01,LEC,3.0,,INTERMEDIATE,3.0,2.0,1
2025_R01,LEC,4.0,,INTERMEDIATE,4.0,3.0,1
2025_R01,LEC,5.0,142.597,INTERMEDIATE,5.0,4.0,0
2025_R01,LEC,6.0,138.85,INTERMEDIATE,6.0,4.0,0
2025_R01,LEC,7.0,133.209,INTERMEDIATE,7.0,4.0,0
2025_R01,LEC,8.0,98.19,INTERMEDIATE,8.0,4.0,0
2025_R01,LEC,9.0,94.933,INTERMEDIATE,9.0,4.0,0
2025_R01,LEC,10.0,93.539,INTERMEDIATE,10.0,4.0,0
2025_R01,LEC,11.0,94.251,INTERMEDIATE,11.0,4.0,0
2025_R01,LEC,12.0,93.536,INTERMEDIATE,12.0,4.0,0
2025_R01,LEC,13.0,92.198,INTERMEDIATE,13.0,4.0,0
2025_R01,LEC,14.0,92.448,INTERMEDIATE,14.0,4.0,0
2025_R01,LEC,15.0,91.846,INTERMEDIATE,15.0,4.0,0
2025_R01,LEC,16.0,91.832,INTERMEDIATE,16.0,4.0,0
2025_R01,LEC,17.0,92.502,INTERMEDIATE,17.0,4.0,0
2025_R01,LEC,18.0,92.614,INTERMEDIATE,18.0,4.0,0
2025_R01,LEC,19.0,91.861,INTERMEDIATE,19.0,4.0,0
2025_R01,LEC,20.0,91.756,INTERMEDIATE,20.0,4.0,0
2025_R01,LEC,21.0,91.159,INTERMEDIATE,21.0,4.0,0
2025_R01,LEC,22.0,90.695,INTERMEDIATE,22.0,4.0,0
2025_R01,LEC,23.0,91.551,INTERMEDIATE,23.0,4.0,0
2025_R01,LEC,24.0,90.732,INTERMEDIATE,24.0,4.0,0
2025_R01,LEC,25.0,90.251,INTERMEDIATE,25.0,4.0,0
2025_R01,LEC,26.0,90.34,INTERMEDIATE,26.0,4.0,0
2025_R01,LEC,27.0,90.563,INTERMEDIATE,27.0,4.0,0
2025_R01,LEC,28.0,89.723,INTERMEDIATE,28.0,4.0,0
2025_R01,LEC,29.0,89.492,INTERMEDIATE,29.0,4.0,0
2025_R01,LEC,30.0,89.367,INTERMEDIATE,30.0,4.0,0
2025_R01,LEC,31.0,89.546,INTERMEDIATE,31.0,4.0,0
2025_R01,LEC,32.0,89.337,INTERMEDIATE,32.0,4.0,0
2025_R01,LEC,33.0,93.966,INTERMEDIATE,33.0,4.0,0
2025_R01,LEC,34.0,133.905,INTERMEDIATE,34.0,4.0,1
2025_R01,LEC,35.0,126.872,HARD,2.0,5.0,0
2025_R01,LEC,36.0,102.406,HARD,3.0,5.0,0
2025_R01,LEC,37.0,148.223,HARD,4.0,5.0,0
2025_R01,LEC,38.0,139.475,HARD,5.0,5.0,0
2025_R01,LEC,39.0,131.723,HARD,6.0,5.0,0
2025_R01,LEC,40.0,131.985,HARD,7.0,5.0,0
2025_R01,LEC,41.0,128.829,HARD,8.0,5.0,0
2025_R01,LEC,42.0,86.831,HARD,9.0,5.0,0
2025_R01,LEC,43.0,85.271,HARD,10.0,5.0,0
2025_R01,LEC,44.0,96.363,HARD,11.0,5.0,0
2025_R01,LEC,45.0,91.269,HARD,12.0,5.0,0
2025_R01,LEC,46.0,96.429,HARD,13.0,5.0,0
2025_R01,LEC,47.0,,HARD,14.0,5.0,1
2025_R01,LEC,48.0,116.044,INTERMEDIATE,1.0,6.0,0
2025_R01,LEC,49.0,142.777,INTERMEDIATE,2.0,6.0,0
2025_R01,LEC,50.0,139.782,INTERMEDIATE,3.0,6.0,0
2025_R01,LEC,51.0,127.996,INTERMEDIATE,4.0,6.0,0
2025_R01,LEC,52.0,96.38,INTERMEDIATE,5.0,6.0,0
2025_R01,LEC,53.0,92.731,INTERMEDIATE,6.0,6.0,0
2025_R01,LEC,54.0,91.082,INTERMEDIATE,7.0,6.0,0
2025_R01,LEC,55.0,89.975,INTERMEDIATE,8.0,6.0,0
2025_R01,LEC,56.0,89.801,INTERMEDIATE,9.0,6.0,0
2025_R01,LEC,57.0,90.964,INTERMEDIATE,10.0,6.0,0
2025_R01,STR,1.0,139.485,INTERMEDIATE,1.0,1.0,0
2025_R01,STR,2.0,,INTERMEDIATE,2.0,1.0,1
2025_R01,STR,3.0,,INTERMEDIATE,1.0,2.0,1
2025_R01,STR,4.0,,INTERMEDIATE,1.0,3.0,1
2025_R01,STR,5.0,140.409,INTERMEDIATE,1.0,4.0,0
2025_R01,STR,6.0,140.973,INTERMEDIATE,2.0,4.0,0
2025_R01,STR,7.0,124.687,INTERMEDIATE,3.0,4.0,0
2025_R01,STR,8.0,98.664,INTERMEDIATE,4.0,4.0,0
2025_R01,STR,9.0,96.253,INTERMEDIATE,5.0,4.0,0
2025_R01,STR,10.0,95.14,INTERMEDIATE,6.0,4.0,0
2025_R01,STR,11.0,94.972,INTERMEDIATE,7.0,4.0,0
2025_R01,STR,12.0,94.426,INTERMEDIATE,8.0,4.0,0
2025_R01,STR,13.0,93.899,INTERMEDIATE,9.0,4.0,0
2025_R01,STR,14.0,93.097,INTERMEDIATE,10.0,4.0,0
2025_R01,STR,15.0,92.382,INTERMEDIATE,11.0,4.0,0
2025_R01,STR,16.0,92.554,INTERMEDIATE,12.0,4.0,0
2025_R01,STR,17.0,93.388,INTERMEDIATE,13.0,4.0,0
2025_R01,STR,18.0,93.631,INTERMEDIATE,14.0,4.0,0
2025_R01,STR,19.0,92.684,INTERMEDIATE,15.0,4.0,0
2025_R01,STR,20.0,92.58,INTERMEDIATE,16.0,4.0,0
2025_R01,STR,21.0,92.429,INTERMEDIATE,17.0,4.0,0
2025_R01,STR,22.0,94.269,INTERMEDIATE,18.0,4.0,0
2025_R01,STR,23.0,92.643,INTERMEDIATE,19.0,4.0,0
2025_R01,STR,24.0,92.102,INTERMEDIATE,20.0,4.0,0
2025_R01,STR,25.0,92.092,INTERMEDIATE,21.0,4.0,0
2025_R01,STR,26.0,91.547,INTERMEDIATE,22.0,4.0,0
2025_R01,STR,27.0,91.408,INTERMEDIATE,23.0,4.0,0
2025_R01,STR,28.0,90.725,INTERMEDIATE,24.0,4.0,0
2025_R01,STR,29.0,90.935,INTERMEDIATE,25.0,4.0,0
2025_R01,STR,30.0,90.853,INTERMEDIATE,26.0,4.0,0
2025_R01,STR,31.0,91.077,INTERMEDIATE,27.0,4.0,0
2025_R01,STR,32.0,90.657,INTERMEDIATE,28.0,4.0,0
2025_R01,STR,33.0,122.766,INTERMEDIATE,29.0,4.0,1
2025_R01,STR,34.0,124.993,HARD,2.0,5.0,0
2025_R01,STR,35.0,105.462,HARD,3.0,5.0,0
2025_R01,STR,36.0,99.85,HARD,4.0,5.0,0
2025_R01,STR,37.0,126.301,HARD,5.0,5.0,0
2025_R01,STR,38.0,140.07,HARD,6.0,5.0,0
2025_R01,STR,39.0,131.9,HARD,7.0,5.0,0
2025_R01,STR,40.0,129.9,HARD,8.0,5.0,0
2025_R01,STR,41.0,124.101,HARD,9.0,5.0,0
2025_R01,STR,42.0,87.301,HARD,10.0,5.0,0
2025_R01,STR,43.0,85.538,HARD,11.0,5.0,0
2025_R01,STR,44.0,104.738,HARD,12.0,5.0,1
2025_R01,STR,45.0,97.256,INTERMEDIATE,1.0,6.0,0
2025_R01,STR,46.0,92.361,INTERMEDIATE,2.0,6.0,0
2025_R01,STR,47.0,125.678,INTERMEDIATE,3.0,6.0,0
2025_R01,STR,48.0,119.297,INTERMEDIATE,4.0,6.0,0
2025_R01,STR,49.0,145.123,INTERMEDIATE,5.0,6.0,0
2025_R01,STR,50.0,139.57,INTERMEDIATE,6.0,6.0,0
2025_R01,STR,51.0,133.847,INTERMEDIATE,7.0,6.0,0
2025_R01,STR,52.0,95.395,INTERMEDIATE,8.0,6.0,0
2025_R01,STR,53.0,91.558,INTERMEDIATE,9.0,6.0,0
2025_R01,STR,54.0,90.794,INTERMEDIATE,10.0,6.0,0
2025_R01,STR,55.0,90.387,INTERMEDIATE,11.0,6.0,0
2025_R01,STR,56.0,90.323,INTERMEDIATE,12.0,6.0,0
2025_R01,STR,57.0,90.957,INTERMEDIATE,13.0,6.0,0
2025_R01,TSU,1.0,130.655,INTERMEDIATE,1.0,1.0,0
2025_R01,TSU,2.0,,INTERMEDIATE,2.0,1.0,1
2025_R01,TSU,3.0,,INTERMEDIATE,3.0,2.0,1
2025_R01,TSU,4.0,,INTERMEDIATE,4.0,3.0,1
2025_R01,TSU,5.0,141.441,INTERMEDIATE,5.0,4.0,0
2025_R01,TSU,6.0,139.381,INTERMEDIATE,6.0,4.0,0
2025_R01,TSU,7.0,131.451,INTERMEDIATE,7.0,4.0,0
2025_R01,TSU,8.0,98.464,INTERMEDIATE,8.0,4.0,0
2025_R01,TSU,9.0,95.409,INTERMEDIATE,9.0,4.0,0
2025_R01,TSU,10.0,94.433,INTERMEDIATE,10.0,4.0,0
2025_R01,TSU,11.0,94.136,INTERMEDIATE,11.0,4.0,0
2025_R01,TSU,12.0,93.273,INTERMEDIATE,12.0,4.0,0
2025_R01,TSU,13.0,92.762,INTERMEDIATE,13.0,4.0,0
2025_R01,TSU,14.0,92.434,INTERMEDIATE,14.0,4.0,0
2025_R01,TSU,15.0,92.545,INTERMEDIATE,15.0,4.0,0
2025_R01,TSU,16.0,92.133,INTERMEDIATE,16.0,4.0,0
2025_R01,TSU,17.0,92.645,INTERMEDIATE,17.0,4.0,0
2025_R01,TSU,18.0,93.444,INTERMEDIATE,18.0,4.0,0
2025_R01,TSU,19.0,93.496,INTERMEDIATE,19.0,4.0,0
2025_R01,TSU,20.0,92.549,INTERMEDIATE,20.0,4.0,0
2025_R01,TSU,21.0,92.012,INTERMEDIATE,21.0,4.0,0
2025_R01,TSU,22.0,91.567,INTERMEDIATE,22.0,4.0,0
2025_R01,TSU,23.0,91.793,INTERMEDIATE,23.0,4.0,0
2025_R01,TSU,24.0,91.38,INTERMEDIATE,24.0,4.0,0
2025_R01,TSU,25.0,91.38,INTERMEDIATE,25.0,4.0,0
2025_R01,TSU,26.0,91.205,INTERMEDIATE,26.0,4.0,0
2025_R01,TSU,27.0,91.066,INTERMEDIATE,27.0,4.0,0
2025_R01,TSU,28.0,90.709,INTERMEDIATE,28.0,4.0,0
2025_R01,TSU,29.0,90.031,INTERMEDIATE,29.0,4.0,0
2025_R01,TSU,30.0,90.184,INTERMEDIATE,30.0,4.0,0
2025_R01,TSU,31.0,90.082,INTERMEDIATE,31.0,4.0,0
2025_R01,TSU,32.0,90.492,INTERMEDIATE,32.0,4.0,0
2025_R01,TSU,33.0,110.651,INTERMEDIATE,33.0,4.0,1
2025_R01,TSU,34.0,146.811,MEDIUM,1.0,5.0,0
2025_R01,TSU,35.0,102.362,MEDIUM,2.0,5.0,0
2025_R01,TSU,36.0,99.366,MEDIUM,3.0,5.0,0
2025_R01,TSU,37.0,131.741,MEDIUM,4.0,5.0,0
2025_R01,TSU,38.0,139.231,MEDIUM,5.0,5.0,0
2025_R01,TSU,39.0,131.98,MEDIUM,6.0,5.0,0
2025_R01,TSU,40.0,131.829,MEDIUM,7.0,5.0,0
2025_R01,TSU,41.0,127.526,MEDIUM,8.0,5.0,0
2025_R01,TSU,42.0,87.146,MEDIUM,9.0,5.0,0
2025_R01,TSU,43.0,84.194,MEDIUM,10.0,5.0,0
2025_R01,TSU,44.0,88.252,MEDIUM,11.0,5.0,0
2025_R01,TSU,45.0,95.983,MEDIUM,12.0,5.0,0
2025_R01,TSU,46.0,100.978,MEDIUM,13.0,5.0,0
2025_R01,TSU,47.0,,MEDIUM,14.0,5.0,1
2025_R01,TSU,48.0,116.286,INTERMEDIATE,1.0,6.0,0
2025_R01,TSU,49.0,142.564,INTERMEDIATE,2.0,6.0,0
2025_R01,TSU,50.0,140.101,INTERMEDIATE,3.0,6.0,0
2025_R01,TSU,51.0,127.055,INTERMEDIATE,4.0,6.0,0
2025_R01,TSU,52.0,97.809,INTERMEDIATE,5.0,6.0,0
2025_R01,TSU,53.0,94.836,INTERMEDIATE,6.0,6.0,0
2025_R01,TSU,54.0,92.363,INTERMEDIATE,7.0,6.0,0
2025_R01,TSU,55.0,91.891,INTERMEDIATE,8.0,6.0,0
2025_R01,TSU,56.0,91.524,INTERMEDIATE,9.0,6.0,0
2025_R01,TSU,57.0,91.511,INTERMEDIATE,10.0,6.0,0
2025_R01,ALB,1.0,132.195,INTERMEDIATE,1.0,1.0,0
2025_R01,ALB,2.0,,INTERMEDIATE,2.0,1.0,1
2025_R01,ALB,3.0,,INTERMEDIATE,1.0,2.0,1
2025_R01,ALB,4.0,,INTERMEDIATE,2.0,3.0,1
2025_R01,ALB,5.0,142.084,INTERMEDIATE,3.0,4.0,0
